sustainability_id,material_type,thickness_mm,area_used_sqcm,box_volume_cm3,manufacturing_energy_kwh,transport_energy_kwh,carbon_emission_kg,sustainability_score
359,recycled_kraft,3.0,5089.5,21829.5,0.0,0.133,0.063,77
360,double_wall_corrugated,6.3,5569.5,27787.5,0.003,0.144,0.069,66
361,standard_corrugated,3.9,1226.5,2275.5,0.0,0.09,0.046,95
362,corrugated,4.1,4686.0,18144.0,0.001,0.116,0.063,78
363,standard_corrugated,4.1,6493.0,34768.0,0.001,0.128,0.067,74
364,standard_corrugated,3.3,4549.5,18371.25,0.001,0.132,0.07,74
365,standard_corrugated,3.6,3229.0,12090.0,0.001,0.098,0.046,91
366,double_wall_corrugated,6.0,1618.0,4368.0,0.001,0.095,0.049,87
367,corrugated,3.7,5674.5,28395.5,0.001,0.138,0.07,69
368,standard_corrugated,3.2,2479.5,7229.25,0.0,0.093,0.047,91
369,double_wall_corrugated,7.0,3440.0,12654.0,0.002,0.112,0.054,78
370,standard_corrugated,3.5,2218.5,5852.25,0.0,0.104,0.054,85
371,standard_corrugated,3.2,1456.0,2304.0,0.0,0.097,0.049,89
372,corrugated,4.1,4639.0,20295.0,0.001,0.117,0.062,78
373,recycled_kraft,3.3,10251.5,45243.75,0.001,0.147,0.074,70
374,double_wall_corrugated,6.0,6289.0,33573.0,0.003,0.12,0.059,72
375,corrugated,3.5,6716.0,34378.5,0.001,0.137,0.071,70
376,food_grade_cardboard,3.4,4102.5,15585.5,0.001,0.126,0.06,73
377,standard_corrugated,3.9,2781.5,9818.25,0.001,0.118,0.063,77
378,food_grade_cardboard,3.0,3382.5,12093.75,0.0,0.1,0.052,84
379,standard_corrugated,3.6,3682.0,15092.0,0.001,0.103,0.049,88
380,standard_corrugated,3.1,3697.5,10968.75,0.001,0.103,0.056,84
381,double_wall_corrugated,7.0,3605.5,13818.75,0.002,0.109,0.056,80
382,standard_corrugated,3.3,3859.5,16025.88,0.001,0.113,0.053,83
383,double_wall_corrugated,5.3,6127.5,29331.25,0.003,0.136,0.072,66
384,lightweight_cardboard,2.4,1594.0,3987.5,0.0,0.09,0.043,90
385,double_wall_corrugated,5.1,1447.5,3265.62,0.001,0.089,0.047,92
386,heavy_duty_corrugated,5.7,4347.5,17521.88,0.002,0.114,0.062,73
387,standard_corrugated,3.4,1478.5,2719.75,0.0,0.109,0.059,84
388,standard_corrugated,3.1,8531.5,51244.38,0.001,0.137,0.07,69
389,recycled_kraft,2.1,7745.0,38763.0,0.0,0.145,0.072,71
390,standard_corrugated,4.2,5020.0,22338.0,0.001,0.114,0.06,81
391,standard_corrugated,3.4,1735.5,2851.88,0.0,0.115,0.054,84
392,heavy_duty_corrugated,6.2,4570.0,20562.5,0.003,0.135,0.07,65
393,recycled_kraft,2.8,3935.5,14340.5,0.0,0.107,0.054,87
394,corrugated,4.4,5218.0,23759.5,0.001,0.114,0.054,84
395,heavy_duty_corrugated,7.0,4885.0,21318.0,0.004,0.118,0.061,71
396,corrugated,3.9,2728.5,9686.25,0.001,0.101,0.054,88
397,standard_corrugated,4.0,1262.5,2216.5,0.0,0.108,0.057,86
398,food_grade_cardboard,2.7,3691.5,14853.25,0.0,0.126,0.059,73
399,recycled_kraft,2.4,7230.0,32175.0,0.0,0.139,0.065,74
400,double_wall_corrugated,5.0,3250.0,10900.5,0.001,0.122,0.06,76
401,corrugated,4.8,2539.0,7905.0,0.001,0.105,0.056,86
402,standard_corrugated,4.2,9756.0,64800.0,0.002,0.148,0.071,64
403,corrugated,4.1,4802.5,20737.5,0.001,0.129,0.068,73
404,recycled_kraft,2.0,7123.5,26263.12,0.0,0.121,0.057,84
405,double_wall_corrugated,6.5,2507.5,8261.5,0.001,0.114,0.059,78
406,double_wall_corrugated,5.2,5788.0,28600.0,0.003,0.12,0.061,75
407,standard_corrugated,4.4,2329.5,6662.25,0.001,0.093,0.049,89
408,standard_corrugated,3.4,4280.5,17021.25,0.001,0.134,0.065,72
409,lightweight_cardboard,2.2,6030.0,31500.0,0.0,0.118,0.061,80
410,standard_corrugated,4.4,2170.5,4709.25,0.001,0.12,0.058,79
411,food_grade_cardboard,2.5,4499.0,18105.0,0.001,0.135,0.07,65
412,double_wall_corrugated,7.0,3605.5,13818.75,0.002,0.124,0.067,73
413,food_grade_cardboard,2.7,3029.5,11300.62,0.0,0.117,0.055,76
414,standard_corrugated,4.1,6258.5,29210.25,0.001,0.132,0.071,72
415,standard_corrugated,3.8,2261.5,6139.38,0.0,0.118,0.06,83
416,heavy_duty_corrugated,7.0,5278.0,24725.0,0.004,0.117,0.058,71
417,standard_corrugated,3.3,3737.0,15105.0,0.001,0.114,0.057,80
418,recycled_kraft,2.8,5843.5,27014.62,0.0,0.132,0.062,79
419,double_wall_corrugated,5.1,2098.0,5852.0,0.001,0.103,0.054,84
420,food_grade_cardboard,3.7,1368.0,3402.0,0.0,0.101,0.053,80
421,double_wall_corrugated,6.0,7122.0,40718.5,0.003,0.134,0.065,68
422,food_grade_cardboard,3.8,3212.0,11616.0,0.001,0.114,0.057,74
423,double_wall_corrugated,5.7,3328.5,12870.0,0.002,0.125,0.067,74
424,standard_corrugated,3.8,3378.0,12818.0,0.001,0.103,0.056,83
425,standard_corrugated,4.2,1774.5,4232.25,0.0,0.118,0.059,79
426,recycled_kraft,2.8,5492.5,21213.5,0.0,0.128,0.069,74
427,standard_corrugated,3.2,9227.5,54302.62,0.001,0.169,0.086,57
428,lightweight_cardboard,2.1,2627.0,6636.0,0.0,0.108,0.053,86
429,corrugated,3.5,6716.0,34378.5,0.001,0.146,0.078,66
430,double_wall_corrugated,5.3,1503.0,3402.0,0.001,0.088,0.045,91
431,standard_corrugated,4.0,1890.5,4602.75,0.0,0.115,0.057,82
432,corrugated,4.0,4318.0,16588.0,0.001,0.101,0.051,86
433,double_wall_corrugated,6.7,3579.5,13126.12,0.002,0.126,0.068,70
434,double_wall_corrugated,6.3,2680.0,9152.0,0.001,0.125,0.067,73
435,standard_corrugated,3.3,3988.0,17037.5,0.001,0.11,0.055,85
436,food_grade_cardboard,2.8,3391.5,12589.88,0.0,0.103,0.05,81
437,standard_corrugated,4.3,1455.5,2934.75,0.0,0.111,0.056,86
438,double_wall_corrugated,6.6,4215.5,18330.0,0.002,0.11,0.057,77
439,double_wall_corrugated,5.6,2945.5,10862.88,0.001,0.123,0.06,78
440,standard_corrugated,3.4,3140.5,9165.75,0.001,0.096,0.051,86
441,standard_corrugated,3.1,3261.5,12642.0,0.001,0.1,0.05,88
442,double_wall_corrugated,5.4,5925.0,30051.0,0.003,0.149,0.075,61
443,corrugated,4.7,3125.5,11873.38,0.001,0.118,0.056,81
444,double_wall_corrugated,5.8,2377.0,7525.0,0.001,0.119,0.058,79
445,corrugated,4.1,1318.5,1885.0,0.0,0.097,0.052,89
446,corrugated,4.2,4703.5,21945.0,0.001,0.128,0.063,75
447,food_grade_cardboard,3.4,5117.5,24234.38,0.001,0.128,0.061,72
448,double_wall_corrugated,5.1,5958.0,28381.5,0.003,0.132,0.068,69
449,heavy_duty_corrugated,7.1,7063.0,39690.0,0.006,0.147,0.075,57
450,lightweight_cardboard,2.2,9249.5,60225.0,0.001,0.164,0.076,61
451,double_wall_corrugated,7.0,3752.5,11281.25,0.002,0.109,0.055,80
452,corrugated,3.7,3291.0,11970.0,0.001,0.104,0.053,86
453,double_wall_corrugated,7.0,2715.0,9269.0,0.002,0.118,0.061,76
454,standard_corrugated,4.4,2561.5,5768.75,0.001,0.097,0.048,90
455,recycled_kraft,2.2,4618.0,18972.0,0.0,0.126,0.063,79
456,food_grade_cardboard,3.2,3972.0,16146.0,0.001,0.107,0.058,76
457,standard_corrugated,4.4,4916.0,20640.0,0.001,0.125,0.062,75
458,standard_corrugated,4.3,2335.5,6024.38,0.001,0.114,0.055,81
459,double_wall_corrugated,6.6,3821.5,14355.0,0.002,0.105,0.052,83
460,standard_corrugated,3.9,5431.0,19525.0,0.001,0.104,0.052,86
461,standard_corrugated,4.4,3353.5,11935.0,0.001,0.1,0.053,89
462,double_wall_corrugated,6.2,2945.5,10862.88,0.002,0.114,0.056,81
463,standard_corrugated,4.3,1770.5,3705.0,0.0,0.115,0.06,79
464,standard_corrugated,4.1,1469.5,2695.0,0.0,0.089,0.041,98
465,standard_corrugated,3.8,1825.5,4173.75,0.0,0.112,0.055,86
466,standard_corrugated,3.5,5514.5,23954.25,0.001,0.118,0.063,78
467,standard_corrugated,3.3,2811.0,8624.0,0.0,0.108,0.053,86
468,standard_corrugated,4.1,2363.5,5273.12,0.001,0.119,0.06,82
469,food_grade_cardboard,3.8,2825.5,10050.12,0.001,0.105,0.05,82
470,standard_corrugated,3.3,1494.5,3354.0,0.0,0.102,0.053,89
471,corrugated,4.5,1351.0,3105.0,0.0,0.088,0.041,93
472,food_grade_cardboard,3.3,1135.5,2561.62,0.0,0.09,0.048,85
473,lightweight_cardboard,2.1,2627.0,6636.0,0.0,0.099,0.047,89
474,recycled_kraft,3.3,4459.5,13587.75,0.0,0.098,0.052,90
475,recycled_kraft,3.3,3979.5,12733.88,0.0,0.117,0.057,85
476,recycled_kraft,2.2,6507.0,25146.0,0.0,0.122,0.064,82
477,standard_corrugated,3.3,3995.5,16423.38,0.001,0.118,0.058,80
478,double_wall_corrugated,5.6,2868.0,9922.5,0.001,0.099,0.054,82
479,heavy_duty_corrugated,5.8,3995.0,16275.0,0.003,0.109,0.053,80
480,heavy_duty_corrugated,6.6,4763.5,19619.12,0.003,0.126,0.062,70
481,lightweight_cardboard,1.8,876.0,1282.5,0.0,0.115,0.058,80
482,standard_corrugated,4.2,8848.5,55518.75,0.002,0.135,0.064,71
483,standard_corrugated,4.4,3353.5,11935.0,0.001,0.125,0.06,79
484,corrugated,4.0,3655.0,14161.0,0.001,0.117,0.063,80
485,standard_corrugated,3.3,5333.5,25418.75,0.001,0.128,0.07,73
486,standard_corrugated,3.3,2859.5,8257.88,0.0,0.108,0.053,84
487,lightweight_cardboard,1.6,1701.5,3480.75,0.0,0.09,0.048,94
488,double_wall_corrugated,5.1,2414.0,7392.0,0.001,0.094,0.048,89
489,corrugated,4.6,5725.5,29163.25,0.001,0.133,0.065,72
490,corrugated,4.9,4042.5,17407.25,0.001,0.112,0.059,80
491,double_wall_corrugated,5.1,3316.0,12320.0,0.001,0.126,0.066,74
492,recycled_kraft,3.1,7904.5,29757.0,0.001,0.126,0.068,74
493,standard_corrugated,3.8,5821.0,22475.0,0.001,0.109,0.054,82
494,corrugated,4.1,5815.0,27950.0,0.001,0.136,0.071,70
495,double_wall_corrugated,6.8,1843.5,4725.0,0.001,0.098,0.046,87
496,double_wall_corrugated,5.5,3714.0,10800.0,0.002,0.112,0.054,81
497,double_wall_corrugated,5.9,7832.0,46284.0,0.004,0.155,0.074,56
498,food_grade_cardboard,2.6,4511.5,17330.62,0.001,0.131,0.071,67
499,food_grade_cardboard,3.6,3798.5,14866.5,0.001,0.125,0.066,69
500,corrugated,4.5,2970.0,10237.5,0.001,0.116,0.061,77
501,recycled_kraft,3.1,6000.0,24948.0,0.0,0.132,0.066,74
502,standard_corrugated,4.0,6286.0,33516.0,0.001,0.151,0.074,67
503,double_wall_corrugated,5.8,4679.5,21609.0,0.003,0.114,0.056,80
504,standard_corrugated,3.4,4106.0,15112.5,0.001,0.098,0.048,88
505,double_wall_corrugated,5.4,2799.5,9296.25,0.001,0.102,0.051,86
506,standard_corrugated,3.2,4188.5,17832.75,0.001,0.108,0.057,84
507,heavy_duty_corrugated,5.7,2764.0,6440.0,0.002,0.112,0.057,80
508,double_wall_corrugated,6.8,13985.5,84488.25,0.008,0.192,0.096,32
509,standard_corrugated,3.6,3682.0,15092.0,0.001,0.118,0.055,83
510,double_wall_corrugated,6.3,3028.0,10560.0,0.002,0.095,0.045,86
511,standard_corrugated,4.4,4294.5,16537.5,0.001,0.125,0.062,76
512,food_grade_cardboard,3.3,3826.0,15540.0,0.001,0.109,0.059,79
513,double_wall_corrugated,5.2,1318.5,3118.5,0.001,0.108,0.056,83
514,heavy_duty_corrugated,6.5,5095.5,21891.38,0.004,0.124,0.068,66
515,food_grade_cardboard,2.8,3874.0,15540.0,0.001,0.11,0.055,76
516,standard_corrugated,3.1,1955.5,4137.25,0.0,0.093,0.046,94
517,lightweight_cardboard,1.9,3808.0,12534.5,0.0,0.099,0.046,90
518,food_grade_cardboard,2.6,1899.5,4956.0,0.0,0.115,0.061,74
519,heavy_duty_corrugated,7.2,4744.0,21367.5,0.004,0.137,0.074,63
520,corrugated,4.0,3792.0,15120.0,0.001,0.12,0.058,78
521,standard_corrugated,4.3,2135.5,5919.38,0.0,0.093,0.047,90
522,standard_corrugated,3.9,947.5,1706.25,0.0,0.099,0.049,92
523,food_grade_cardboard,3.0,3928.0,15168.0,0.001,0.123,0.063,71
524,double_wall_corrugated,6.5,4452.0,19008.0,0.003,0.129,0.071,67
525,standard_corrugated,3.4,3315.5,11880.75,0.001,0.099,0.051,88
526,lightweight_cardboard,2.3,1097.5,1793.75,0.0,0.087,0.044,96
527,recycled_kraft,3.1,5270.5,21157.5,0.0,0.129,0.06,77
528,standard_corrugated,4.3,3058.0,10512.0,0.001,0.106,0.05,89
529,corrugated,4.0,3655.0,14161.0,0.001,0.106,0.051,88
530,heavy_duty_corrugated,6.8,2434.0,8140.0,0.002,0.092,0.044,86
531,standard_corrugated,3.1,4392.0,13486.5,0.001,0.115,0.06,81
532,standard_corrugated,3.4,2377.0,5551.0,0.0,0.117,0.061,80
533,heavy_duty_corrugated,7.3,5261.5,21026.25,0.004,0.138,0.068,63
534,recycled_kraft,2.4,4499.5,13342.88,0.0,0.116,0.061,84
535,standard_corrugated,3.5,1917.0,5382.0,0.0,0.106,0.05,90
536,heavy_duty_corrugated,7.0,3669.5,10842.75,0.003,0.097,0.049,81
537,recycled_kraft,2.4,4495.0,19418.0,0.0,0.121,0.058,82
538,standard_corrugated,3.4,2101.0,4305.0,0.0,0.101,0.05,89
539,heavy_duty_corrugated,7.3,4085.0,13398.0,0.003,0.117,0.059,73
540,heavy_duty_corrugated,6.6,3629.5,12450.0,0.003,0.109,0.056,77
541,recycled_kraft,2.5,5229.5,21619.5,0.0,0.112,0.055,83
542,food_grade_cardboard,3.0,1501.0,3610.0,0.0,0.091,0.049,86
543,recycled_kraft,2.1,6983.5,28646.88,0.0,0.122,0.057,82
544,standard_corrugated,3.6,6061.0,29766.0,0.001,0.114,0.055,80
545,double_wall_corrugated,5.7,4574.0,19803.0,0.002,0.108,0.052,83
546,standard_corrugated,3.8,4272.0,17226.0,0.001,0.134,0.069,73
547,heavy_duty_corrugated,6.8,5272.0,23281.5,0.004,0.121,0.059,71
548,recycled_kraft,2.3,5048.5,19126.25,0.0,0.12,0.064,79
549,recycled_kraft,2.9,5774.0,17748.0,0.0,0.131,0.066,77
550,recycled_kraft,2.4,7230.0,32175.0,0.0,0.152,0.077,66
551,double_wall_corrugated,6.7,4500.0,19278.0,0.003,0.122,0.064,71
552,food_grade_cardboard,3.0,3382.5,12093.75,0.001,0.123,0.058,75
553,lightweight_cardboard,1.7,1846.0,4830.0,0.0,0.099,0.047,87
554,corrugated,5.0,6353.0,32913.0,0.002,0.125,0.062,73
555,standard_corrugated,3.1,2634.5,8765.25,0.0,0.106,0.054,83
556,corrugated,3.6,5343.5,22912.88,0.001,0.129,0.062,74
557,food_grade_cardboard,3.4,2803.5,9264.38,0.0,0.115,0.054,76
558,double_wall_corrugated,6.4,3575.0,13431.0,0.002,0.107,0.059,81
559,lightweight_cardboard,1.5,2874.0,8910.0,0.0,0.097,0.045,90
560,double_wall_corrugated,5.7,7525.5,43521.75,0.004,0.149,0.081,55
561,recycled_kraft,2.6,8506.5,30162.5,0.001,0.116,0.061,80
562,corrugated,4.4,5011.5,20184.5,0.001,0.123,0.06,79
563,double_wall_corrugated,5.3,3173.0,11913.0,0.002,0.118,0.057,79
564,recycled_kraft,2.2,6507.0,25146.0,0.0,0.133,0.063,77
565,heavy_duty_corrugated,7.3,5332.0,26427.5,0.004,0.136,0.073,62
566,standard_corrugated,4.2,2225.5,4909.12,0.001,0.117,0.06,80
567,standard_corrugated,3.2,3959.0,16653.0,0.001,0.117,0.062,79
568,double_wall_corrugated,5.1,6007.5,30375.0,0.003,0.139,0.077,62
569,recycled_kraft,3.1,5844.0,18319.5,0.0,0.123,0.063,78
570,recycled_kraft,2.3,5754.5,26362.5,0.0,0.114,0.054,84
571,corrugated,4.4,1429.5,3480.75,0.0,0.089,0.043,96
572,corrugated,5.0,2428.0,8084.5,0.001,0.101,0.054,85
573,double_wall_corrugated,5.9,3087.5,11446.88,0.002,0.11,0.053,82
574,corrugated,3.8,3471.5,13729.88,0.001,0.118,0.055,80
575,food_grade_cardboard,2.6,4862.0,22506.0,0.001,0.135,0.07,65
576,standard_corrugated,4.0,3892.5,16087.5,0.001,0.106,0.053,85
577,corrugated,3.6,3206.0,12006.0,0.001,0.099,0.054,89
578,recycled_kraft,3.3,4169.5,14985.75,0.0,0.131,0.067,75
579,corrugated,4.7,1834.0,5329.5,0.0,0.093,0.044,94
580,double_wall_corrugated,6.1,1404.0,2794.5,0.001,0.102,0.055,83
581,double_wall_corrugated,5.2,7830.5,41174.25,0.003,0.145,0.072,60
582,standard_corrugated,3.4,2101.0,4305.0,0.0,0.106,0.052,85
583,recycled_kraft,2.9,7790.0,36828.0,0.001,0.12,0.059,80
584,double_wall_corrugated,6.1,1816.0,4162.5,0.001,0.09,0.043,90
585,standard_corrugated,3.8,6103.0,31005.0,0.001,0.116,0.059,78
586,double_wall_corrugated,6.9,3823.0,15600.0,0.002,0.119,0.057,78
587,recycled_kraft,3.4,5099.5,21243.75,0.0,0.123,0.061,78
588,double_wall_corrugated,6.0,4067.0,10437.0,0.002,0.102,0.051,83
589,standard_corrugated,3.7,2371.0,6479.0,0.0,0.111,0.058,82
590,corrugated,4.7,4279.5,18474.75,0.001,0.13,0.069,72
591,heavy_duty_corrugated,6.5,1671.0,3591.0,0.001,0.089,0.043,90
592,recycled_kraft,2.9,4874.5,20119.0,0.0,0.12,0.059,81
593,recycled_kraft,2.0,7538.0,27090.0,0.0,0.134,0.066,75
594,lightweight_cardboard,1.8,1845.0,3717.0,0.0,0.096,0.045,92
595,standard_corrugated,3.9,2286.0,4252.5,0.001,0.098,0.052,90
596,standard_corrugated,3.4,3835.5,16074.0,0.001,0.12,0.063,77
597,double_wall_corrugated,5.1,5958.0,28381.5,0.002,0.144,0.07,63
598,lightweight_cardboard,2.3,1097.5,1793.75,0.0,0.111,0.054,86
599,food_grade_cardboard,3.4,2490.0,8100.0,0.0,0.111,0.052,79
600,corrugated,3.9,6169.5,21916.12,0.001,0.13,0.068,73
601,standard_corrugated,4.5,1750.5,3948.75,0.0,0.1,0.047,89
602,standard_corrugated,3.2,4570.0,20562.5,0.001,0.126,0.068,73
603,standard_corrugated,4.4,2328.0,6142.5,0.001,0.105,0.055,85
604,standard_corrugated,3.6,1303.5,2062.12,0.0,0.093,0.046,93
605,double_wall_corrugated,6.6,4872.5,20343.75,0.003,0.128,0.067,68
606,double_wall_corrugated,6.2,6992.5,39176.0,0.003,0.142,0.079,59
607,standard_corrugated,4.5,1750.5,3948.75,0.0,0.1,0.051,90
608,double_wall_corrugated,5.3,2982.5,10374.75,0.001,0.124,0.06,77
609,standard_corrugated,4.4,6095.0,27972.0,0.001,0.11,0.055,80
610,standard_corrugated,4.5,5952.0,31232.5,0.001,0.124,0.067,74
611,standard_corrugated,3.1,1955.5,4137.25,0.0,0.09,0.046,94
612,food_grade_cardboard,2.7,3205.5,11970.0,0.0,0.121,0.062,74
613,double_wall_corrugated,5.3,8183.5,47425.88,0.003,0.156,0.086,53
614,corrugated,3.7,6358.0,30492.0,0.001,0.124,0.067,73
615,food_grade_cardboard,3.6,3114.0,10530.0,0.001,0.116,0.063,74
616,food_grade_cardboard,3.6,4808.0,20592.0,0.001,0.117,0.055,77
617,heavy_duty_corrugated,7.1,7115.5,37662.62,0.006,0.148,0.079,52
618,double_wall_corrugated,6.7,6371.5,33068.25,0.004,0.131,0.071,64
619,double_wall_corrugated,5.3,7472.5,42791.5,0.004,0.139,0.075,61
620,food_grade_cardboard,3.6,2801.0,8925.0,0.001,0.123,0.063,73
621,recycled_kraft,2.8,5843.5,27014.62,0.0,0.118,0.056,82
622,double_wall_corrugated,6.5,5802.0,26486.0,0.004,0.112,0.061,74
623,double_wall_corrugated,6.4,4911.0,21681.0,0.003,0.125,0.067,72
624,standard_corrugated,3.7,2105.5,4372.5,0.0,0.119,0.056,84
625,recycled_kraft,2.8,3337.5,8662.5,0.0,0.105,0.052,91
626,corrugated,4.4,2091.5,5798.62,0.001,0.092,0.044,96
627,heavy_duty_corrugated,7.4,4251.5,17242.5,0.004,0.112,0.057,73
628,standard_corrugated,4.1,6147.5,32296.88,0.001,0.133,0.062,75
629,standard_corrugated,4.4,7208.5,40584.0,0.002,0.126,0.064,74
630,recycled_kraft,2.4,3166.0,10692.5,0.0,0.116,0.059,85
631,double_wall_corrugated,6.7,3579.5,13126.12,0.002,0.13,0.068,69
632,standard_corrugated,3.2,1964.5,4582.5,0.0,0.103,0.053,89
633,double_wall_corrugated,5.5,2952.0,9724.0,0.001,0.105,0.056,82
634,standard_corrugated,3.4,2377.0,5551.0,0.0,0.102,0.049,90
635,standard_corrugated,4.3,4028.0,16912.5,0.001,0.103,0.049,85
636,double_wall_corrugated,5.7,4370.5,19635.0,0.002,0.133,0.072,66
637,corrugated,4.3,5815.5,30074.62,0.001,0.127,0.061,77
638,food_grade_cardboard,2.6,2660.5,8222.5,0.0,0.105,0.057,77
639,recycled_kraft,3.5,7741.5,34890.62,0.001,0.141,0.075,71
640,standard_corrugated,3.4,2126.0,6006.0,0.0,0.104,0.052,84
641,recycled_kraft,3.2,6114.0,23652.0,0.0,0.129,0.07,75
642,double_wall_corrugated,5.0,1534.5,3633.75,0.001,0.09,0.043,92
643,recycled_kraft,3.1,6000.0,24948.0,0.0,0.137,0.066,75
644,recycled_kraft,2.1,3006.0,11016.0,0.0,0.126,0.064,80
645,double_wall_corrugated,6.9,4788.5,22344.0,0.003,0.128,0.065,70
646,double_wall_corrugated,5.9,3408.0,12160.0,0.002,0.127,0.07,69
647,standard_corrugated,4.1,5900.0,22512.0,0.001,0.11,0.052,82
648,double_wall_corrugated,5.6,3991.5,13561.38,0.002,0.113,0.058,78
649,recycled_kraft,2.3,5754.5,26362.5,0.0,0.13,0.066,77
650,recycled_kraft,2.1,7481.0,30975.0,0.0,0.134,0.069,75
651,standard_corrugated,4.4,1950.0,4950.0,0.0,0.102,0.049,89
652,double_wall_corrugated,5.9,3147.5,11615.62,0.002,0.106,0.053,82
653,lightweight_cardboard,2.4,1594.0,3987.5,0.0,0.092,0.049,90
654,double_wall_corrugated,6.8,6288.0,30816.0,0.003,0.127,0.063,68
655,double_wall_corrugated,6.0,2068.5,6311.25,0.001,0.096,0.051,86
656,double_wall_corrugated,5.1,6295.5,33625.62,0.003,0.143,0.074,65
657,standard_corrugated,3.6,3365.0,11850.0,0.001,0.102,0.054,88
658,lightweight_cardboard,2.4,4548.0,18720.0,0.0,0.103,0.053,85
659,standard_corrugated,4.1,4454.5,16841.75,0.001,0.119,0.057,81
660,standard_corrugated,3.2,6190.0,32375.0,0.001,0.136,0.07,72
661,double_wall_corrugated,6.9,4298.5,18585.0,0.003,0.132,0.072,66
662,lightweight_cardboard,2.0,1390.0,3300.0,0.0,0.106,0.052,83
663,corrugated,5.0,10008.0,64800.5,0.003,0.157,0.087,53
664,double_wall_corrugated,5.8,1211.5,2136.75,0.001,0.111,0.056,82
665,double_wall_corrugated,6.3,10685.0,72450.0,0.006,0.175,0.087,46
666,standard_corrugated,3.0,3118.0,10608.0,0.0,0.097,0.048,91
667,standard_corrugated,4.5,4852.0,22837.5,0.001,0.125,0.068,72
668,corrugated,4.6,4275.0,17028.0,0.001,0.131,0.065,73
669,corrugated,4.5,3681.0,13770.0,0.001,0.11,0.059,83
670,food_grade_cardboard,2.5,3479.5,12911.5,0.0,0.106,0.057,80
671,double_wall_corrugated,5.4,7986.0,47916.0,0.004,0.132,0.067,67
672,standard_corrugated,3.6,5364.0,22680.0,0.001,0.11,0.052,85
673,recycled_kraft,3.3,6844.0,33069.5,0.0,0.13,0.068,73
674,standard_corrugated,4.3,2763.0,8910.0,0.001,0.112,0.055,85
675,standard_corrugated,3.6,1912.0,4576.0,0.0,0.091,0.048,93
676,recycled_kraft,3.4,7055.5,18430.75,0.001,0.134,0.067,74
677,double_wall_corrugated,6.1,2964.0,8534.5,0.002,0.117,0.06,78
678,corrugated,4.5,2832.0,10098.0,0.001,0.113,0.06,80
679,corrugated,5.0,5733.0,27783.0,0.002,0.14,0.07,67
680,standard_corrugated,4.2,2165.5,5482.5,0.0,0.092,0.046,90
681,double_wall_corrugated,5.3,10459.5,66382.88,0.004,0.165,0.085,49
682,double_wall_corrugated,6.5,2572.0,6037.5,0.002,0.11,0.055,80
683,corrugated,3.8,3076.0,10920.0,0.001,0.122,0.062,78
684,food_grade_cardboard,2.6,2423.0,6765.0,0.0,0.116,0.061,75
685,recycled_kraft,2.1,5408.5,17522.75,0.0,0.11,0.054,86
686,standard_corrugated,4.1,1946.0,4336.5,0.0,0.118,0.06,80
687,standard_corrugated,3.1,5875.5,26937.25,0.001,0.113,0.059,79
688,recycled_kraft,2.8,7045.5,23118.75,0.0,0.137,0.066,75
689,recycled_kraft,2.1,6061.5,25150.5,0.0,0.143,0.069,72
690,standard_corrugated,3.1,7044.0,37732.5,0.001,0.124,0.068,73
691,food_grade_cardboard,2.6,2423.0,6765.0,0.0,0.114,0.059,78
692,double_wall_corrugated,6.3,2222.5,7043.75,0.001,0.092,0.048,90
693,standard_corrugated,3.9,2347.5,5653.12,0.0,0.103,0.053,89
694,standard_corrugated,4.2,3012.5,10929.75,0.001,0.111,0.052,85
695,standard_corrugated,4.1,2003.0,5610.0,0.0,0.108,0.055,83
696,standard_corrugated,3.4,3175.0,11914.0,0.001,0.127,0.064,78
697,double_wall_corrugated,5.2,5546.5,26130.0,0.003,0.133,0.069,67
698,food_grade_cardboard,2.9,3298.0,10764.0,0.0,0.11,0.054,78
699,standard_corrugated,4.3,1494.0,3420.0,0.0,0.113,0.053,83
700,food_grade_cardboard,3.3,1347.0,3059.0,0.0,0.117,0.056,79
701,double_wall_corrugated,5.3,3299.5,11756.75,0.002,0.096,0.053,83
702,recycled_kraft,3.1,4206.0,9576.0,0.0,0.125,0.062,81
703,food_grade_cardboard,3.7,1670.5,3852.5,0.0,0.091,0.045,89
704,corrugated,3.7,3145.5,10843.88,0.001,0.121,0.057,81
705,recycled_kraft,3.2,8294.5,43354.75,0.001,0.134,0.062,78
706,heavy_duty_corrugated,6.7,7294.5,41917.5,0.005,0.126,0.069,63
707,standard_corrugated,3.5,1671.5,3924.38,0.0,0.102,0.052,89
708,double_wall_corrugated,5.7,6142.5,22772.75,0.003,0.128,0.067,69
709,lightweight_cardboard,1.5,2304.0,4860.0,0.0,0.101,0.049,90
710,heavy_duty_corrugated,7.0,2197.0,6970.0,0.002,0.093,0.049,85
711,standard_corrugated,4.3,1623.5,3354.0,0.0,0.106,0.051,90
712,standard_corrugated,4.4,2610.0,8550.0,0.001,0.122,0.058,80
713,heavy_duty_corrugated,6.3,5710.5,28944.5,0.004,0.124,0.065,68
714,standard_corrugated,4.1,2725.5,7320.62,0.001,0.098,0.048,91
715,standard_corrugated,4.1,2831.0,7920.0,0.001,0.106,0.051,88
716,recycled_kraft,2.7,4236.5,16856.25,0.0,0.101,0.052,90
717,corrugated,3.8,4668.0,14485.5,0.001,0.126,0.065,74
718,standard_corrugated,3.3,2091.0,5796.0,0.0,0.116,0.061,80
