product_id,product_length,product_width,product_height,product_weight,product_category,fragility_level,box_length,box_width,box_height,material_type,material_thickness,strength_score,cost_usd,carbon_footprint_kg,material_saved_percent,shipping_efficiency,sustainability_score,recyclability_rating,production_date
730,18.35,25.96,16.13,2.27,food,low,23.0,31.0,20.5,food_grade_cardboard,3.4,45.0,0.32,0.16,14.0,48.6,44.5,3,2024-09-15
731,37.58,20.44,14.98,2.32,food,high,48.0,27.5,21.0,double_wall_corrugated,7.0,83.3,0.76,0.49,27.9,64.7,63.9,3,2023-08-03
732,17.47,27.82,10.27,1.72,fragile,high,24.0,36.0,15.0,corrugated,4.8,64.5,0.36,0.21,16.4,55.3,52.4,4,2024-03-31
733,10.52,25.29,30.53,3.58,toys,medium,14.0,31.5,37.5,standard_corrugated,4.4,50.9,0.38,0.21,19.6,52.5,57.4,4,2023-10-05
734,24.36,29.37,11.45,4.19,electronics,high,32.5,38.5,16.5,double_wall_corrugated,5.7,85.2,0.55,0.35,25.1,64.6,56.7,3,2024-08-24
735,16.01,11.9,16.3,0.72,fragile,medium,19.5,15.0,20.0,standard_corrugated,3.2,45.0,0.25,0.13,13.9,48.7,46.1,4,2023-12-05
736,27.76,25.02,31.21,4.93,toys,medium,34.5,31.5,38.5,heavy_duty_corrugated,7.1,71.2,0.79,0.54,17.1,56.6,43.2,3,2024-12-19
737,16.2,19.29,10.0,2.73,electronics,high,22.5,26.0,15.0,double_wall_corrugated,6.6,90.7,0.4,0.26,14.5,62.2,44.8,3,2023-06-14
738,25.42,15.47,6.43,1.9,books,low,30.0,19.0,9.0,standard_corrugated,3.3,45.0,0.25,0.13,13.0,48.3,48.7,4,2023-02-10
739,30.42,28.34,22.46,4.11,food,medium,37.5,35.0,28.0,heavy_duty_corrugated,7.0,79.3,0.74,0.47,27.4,63.3,57.2,3,2023-08-01
740,26.71,20.11,6.6,1.08,books,low,31.5,24.0,9.5,standard_corrugated,3.9,49.8,0.27,0.15,25.7,54.8,67.9,4,2023-04-25
741,27.75,12.94,2.75,2.49,books,low,32.0,16.0,4.5,standard_corrugated,3.2,45.0,0.21,0.11,26.1,53.6,67.2,4,2024-04-05
742,31.92,24.72,12.26,2.61,clothing,medium,38.5,30.5,16.0,recycled_kraft,2.8,45.0,0.31,0.14,29.5,54.9,68.2,5,2023-05-15
743,24.64,20.89,14.67,3.26,fragile,high,32.5,28.0,20.5,double_wall_corrugated,6.9,83.0,0.58,0.39,24.6,63.6,56.4,3,2023-12-11
744,30.93,16.7,16.98,2.32,toys,medium,37.5,21.0,21.5,standard_corrugated,3.8,45.0,0.34,0.19,23.6,52.4,57.6,4,2023-02-02
745,36.73,29.87,16.66,5.74,food,medium,46.5,38.5,23.0,heavy_duty_corrugated,7.1,71.7,0.85,0.56,26.8,60.6,58.6,3,2024-05-29
746,32.69,29.93,24.01,5.37,fragile,high,42.5,39.0,32.0,double_wall_corrugated,5.1,60.2,0.84,0.54,15.5,52.6,43.4,3,2024-07-04
747,32.78,10.42,16.32,0.6,fragile,high,42.5,15.5,22.5,corrugated,4.6,62.4,0.38,0.21,18.6,55.5,54.5,4,2023-12-18
748,22.12,38.93,23.84,4.52,toys,medium,29.0,48.5,31.0,heavy_duty_corrugated,7.4,71.2,0.9,0.55,16.7,56.4,48.7,3,2024-11-10
749,36.49,47.72,6.01,0.71,clothing,low,42.5,55.0,9.0,recycled_kraft,2.7,45.0,0.38,0.15,21.7,51.7,57.5,5,2024-05-14
750,18.22,6.86,10.46,2.68,electronics,medium,23.0,10.0,14.5,standard_corrugated,3.5,45.0,0.21,0.11,14.6,49.0,52.3,4,2024-05-12
751,29.97,11.4,8.42,3.07,toys,high,38.0,15.5,11.5,double_wall_corrugated,6.3,91.4,0.39,0.22,19.4,64.5,56.9,3,2023-10-06
752,45.33,21.27,16.62,2.98,toys,medium,54.5,27.0,21.5,standard_corrugated,4.4,49.3,0.5,0.3,22.3,52.8,53.1,4,2024-03-25
753,20.7,20.3,13.3,4.33,food,low,25.5,25.0,17.0,heavy_duty_corrugated,5.9,79.7,0.38,0.25,14.1,58.8,50.5,3,2023-10-29
754,10.3,19.32,16.24,3.24,electronics,high,14.0,25.0,21.5,double_wall_corrugated,5.8,88.2,0.38,0.22,16.1,62.2,54.1,3,2024-06-01
755,17.52,12.39,18.51,0.43,food,medium,22.5,16.5,23.5,food_grade_cardboard,2.7,45.0,0.27,0.13,27.5,54.1,67.6,3,2023-10-04
756,12.34,25.68,22.86,3.2,toys,medium,17.5,33.0,29.5,standard_corrugated,3.7,45.0,0.34,0.18,24.7,52.8,62.6,4,2024-08-31
757,18.81,14.43,5.18,1.87,books,low,24.0,19.0,9.0,standard_corrugated,3.8,49.2,0.24,0.13,22.8,53.5,64.8,4,2023-03-21
758,18.87,13.89,6.16,0.88,electronics,high,24.5,18.5,9.5,corrugated,4.9,66.8,0.25,0.14,25.7,59.9,65.7,4,2024-03-26
759,27.66,22.14,11.38,2.97,food,medium,34.0,28.0,15.5,food_grade_cardboard,3.1,45.0,0.35,0.16,12.2,47.9,48.1,3,2023-09-12
760,13.21,23.26,23.9,3.05,toys,medium,18.5,30.5,31.0,standard_corrugated,3.9,49.7,0.34,0.19,12.1,49.2,39.7,4,2024-10-26
761,17.93,20.18,3.94,2.58,books,low,21.5,24.0,6.5,standard_corrugated,4.3,56.8,0.23,0.13,14.5,52.4,46.7,4,2023-08-02
762,38.88,9.29,17.16,1.89,toys,medium,46.0,12.0,21.5,standard_corrugated,3.5,45.0,0.32,0.16,19.9,51.0,52.6,4,2023-04-17
763,15.16,23.43,2.89,2.09,books,low,18.5,27.5,5.0,standard_corrugated,4.0,45.0,0.21,0.12,21.1,51.6,58.8,4,2023-04-11
764,35.59,5.39,7.99,3.01,electronics,medium,45.0,9.5,12.5,standard_corrugated,4.1,57.3,0.25,0.15,13.8,52.3,51.2,4,2024-09-16
765,45.76,28.33,3.65,2.15,clothing,high,56.5,35.5,6.0,double_wall_corrugated,5.7,87.5,0.62,0.37,13.2,60.4,43.1,3,2024-01-03
766,32.07,32.45,21.71,1.92,food,medium,39.0,39.0,27.0,food_grade_cardboard,2.7,45.0,0.45,0.21,25.3,53.0,64.0,3,2024-12-04
767,24.7,17.06,26.0,3.13,fragile,high,32.5,23.0,34.0,double_wall_corrugated,6.0,82.7,0.66,0.38,19.4,61.4,50.2,3,2024-11-23
768,28.64,22.25,5.44,0.9,toys,high,37.5,29.5,9.5,corrugated,4.0,47.7,0.33,0.19,27.9,54.9,63.7,4,2024-07-15
769,21.28,8.39,14.57,0.32,food,high,28.5,13.0,20.5,corrugated,3.9,47.6,0.29,0.15,15.7,50.1,53.2,4,2023-01-29
770,24.07,21.46,5.14,0.86,books,low,28.5,25.5,8.0,lightweight_cardboard,2.5,45.0,0.23,0.11,28.6,54.6,71.4,4,2023-12-23
771,15.19,12.14,6.45,0.87,books,low,20.0,16.5,10.0,lightweight_cardboard,2.0,45.0,0.19,0.09,30.2,55.3,77.8,4,2024-02-07
772,20.73,21.82,14.67,2.44,food,high,26.5,28.0,19.0,double_wall_corrugated,6.7,94.3,0.5,0.32,15.1,63.4,45.6,3,2024-09-07
773,23.18,8.2,5.52,2.95,food,medium,28.0,11.0,8.0,food_grade_cardboard,2.8,45.0,0.21,0.11,15.6,49.4,50.2,3,2023-04-05
774,31.95,21.16,29.2,0.76,fragile,medium,40.0,27.5,36.5,standard_corrugated,4.4,52.8,0.52,0.32,22.7,54.0,62.4,4,2024-07-23
775,42.89,36.89,20.75,2.8,toys,low,49.5,43.0,25.0,standard_corrugated,4.2,45.0,0.6,0.34,24.2,52.2,55.9,4,2023-05-22
776,28.17,22.45,33.11,4.81,toys,medium,35.0,28.0,40.5,heavy_duty_corrugated,7.1,71.9,0.78,0.5,12.3,55.0,36.0,3,2023-05-05
777,30.74,15.87,15.74,3.65,toys,medium,38.5,21.0,21.0,standard_corrugated,3.6,45.0,0.33,0.19,18.3,50.2,53.5,4,2023-03-04
778,11.17,28.56,11.82,1.51,fragile,high,16.0,37.0,17.0,corrugated,4.2,52.3,0.31,0.18,17.0,52.0,52.1,4,2024-01-07
779,6.94,14.93,19.85,2.26,electronics,high,11.0,21.0,26.5,double_wall_corrugated,6.2,88.1,0.36,0.22,25.8,66.1,64.8,3,2023-07-23
780,18.73,12.78,6.97,5.03,food,medium,25.0,18.0,11.0,heavy_duty_corrugated,7.1,80.4,0.31,0.2,24.4,63.3,59.7,3,2023-11-16
781,29.62,13.42,6.53,2.04,toys,low,35.0,17.0,9.5,standard_corrugated,4.3,49.1,0.26,0.15,18.9,51.8,59.6,4,2023-05-19
782,41.88,31.63,14.07,0.63,clothing,low,49.0,38.0,18.5,recycled_kraft,2.1,45.0,0.4,0.15,25.3,53.2,67.0,5,2023-06-24
783,27.66,30.31,10.15,4.35,electronics,high,36.5,39.5,15.0,double_wall_corrugated,6.8,83.6,0.68,0.43,22.2,62.7,52.3,3,2024-05-06
784,18.37,15.99,4.46,2.55,books,low,22.5,20.0,7.5,standard_corrugated,4.4,47.9,0.24,0.13,13.6,49.4,45.7,4,2024-08-31
785,17.79,33.93,13.18,2.75,toys,low,22.5,40.0,17.5,standard_corrugated,3.9,51.3,0.36,0.2,23.4,54.2,64.9,4,2023-07-01
786,33.73,31.39,6.19,4.21,food,low,40.0,37.5,9.0,heavy_duty_corrugated,5.9,84.8,0.49,0.31,21.2,63.0,54.4,3,2024-09-21
787,21.49,23.52,22.37,3.22,fragile,medium,27.0,29.0,28.0,standard_corrugated,4.2,52.0,0.41,0.22,16.8,51.7,51.4,4,2024-05-11
788,29.61,18.69,7.66,1.08,food,high,37.5,24.5,11.0,corrugated,4.3,59.0,0.31,0.19,17.9,54.3,49.3,4,2023-05-09
789,21.51,11.91,4.45,1.12,books,low,26.0,15.5,7.5,standard_corrugated,4.2,55.2,0.23,0.12,13.4,51.6,45.2,4,2024-06-05
790,27.52,21.78,28.77,2.42,fragile,high,34.5,28.0,36.0,double_wall_corrugated,6.6,85.1,0.79,0.5,17.2,60.9,45.0,3,2024-10-14
791,22.08,18.3,5.42,0.81,books,low,26.0,21.5,7.5,lightweight_cardboard,1.6,45.0,0.2,0.1,32.4,56.2,78.2,4,2024-10-30
792,18.87,25.6,21.28,1.66,fragile,high,24.5,32.5,27.5,corrugated,4.4,56.9,0.43,0.23,19.6,54.2,52.6,4,2024-09-14
793,21.19,12.94,5.08,0.61,books,low,24.5,15.5,7.0,lightweight_cardboard,2.0,45.0,0.2,0.09,27.0,54.0,73.2,4,2023-09-18
794,16.36,19.32,16.99,3.1,food,low,21.0,24.5,22.0,food_grade_cardboard,3.9,45.0,0.32,0.15,17.7,50.1,50.8,3,2023-02-22
795,36.62,46.78,5.91,0.59,clothing,low,42.0,53.0,8.5,recycled_kraft,2.4,45.0,0.36,0.14,19.8,51.0,59.7,5,2023-04-01
796,57.66,21.1,8.66,0.6,clothing,low,65.0,24.5,11.0,recycled_kraft,2.3,45.0,0.32,0.14,32.7,56.2,74.9,5,2023-09-07
797,17.66,8.76,8.58,3.38,electronics,medium,23.5,13.0,13.0,standard_corrugated,4.3,56.3,0.24,0.13,13.1,51.7,50.4,4,2024-11-09
798,35.16,22.31,22.59,4.63,electronics,high,46.0,30.5,30.5,double_wall_corrugated,5.3,72.9,0.75,0.5,26.4,60.9,63.8,3,2023-08-16
799,25.29,15.91,15.11,1.79,fragile,medium,30.5,19.5,18.5,standard_corrugated,4.0,48.2,0.31,0.16,22.1,52.8,56.8,4,2024-03-11
800,33.3,18.39,13.72,3.82,food,medium,41.0,23.5,18.0,food_grade_cardboard,3.0,45.0,0.35,0.17,27.3,53.9,67.5,3,2024-09-06
801,34.62,10.61,7.63,0.65,toys,medium,43.0,15.5,12.0,standard_corrugated,3.9,53.9,0.28,0.15,18.9,53.3,51.9,4,2024-07-11
802,26.53,8.39,12.21,3.36,food,medium,33.5,12.0,16.5,food_grade_cardboard,3.4,45.0,0.27,0.13,18.7,50.6,57.5,3,2023-03-30
803,15.81,13.81,8.85,1.83,electronics,high,22.0,19.5,13.5,corrugated,4.1,53.3,0.26,0.15,17.5,52.5,56.6,4,2023-10-22
804,21.88,18.47,5.98,1.92,books,medium,27.0,23.0,8.5,standard_corrugated,4.5,56.1,0.28,0.14,14.3,52.1,47.5,4,2023-02-11
805,49.44,22.29,4.6,2.29,clothing,low,56.0,26.0,6.5,recycled_kraft,2.2,45.0,0.28,0.12,21.1,51.6,58.2,5,2024-11-18
806,9.82,5.03,22.87,0.23,electronics,medium,13.0,7.5,28.0,standard_corrugated,3.6,48.2,0.22,0.11,20.1,52.2,55.0,4,2024-06-26
807,25.12,13.59,6.55,2.1,books,low,29.0,16.5,8.5,standard_corrugated,3.6,49.7,0.24,0.13,25.6,54.8,63.9,4,2024-08-05
808,14.71,34.37,17.91,5.96,food,medium,20.5,43.5,24.0,heavy_duty_corrugated,6.8,73.1,0.61,0.38,17.1,57.6,46.3,3,2024-04-17
809,32.16,13.03,13.04,1.76,fragile,medium,40.0,18.0,18.0,standard_corrugated,3.6,45.4,0.33,0.17,13.5,48.5,43.4,4,2024-04-14
810,25.08,20.94,5.45,0.82,books,low,30.5,26.0,9.0,lightweight_cardboard,1.6,45.0,0.23,0.1,31.1,55.6,72.7,4,2023-03-16
811,25.89,22.23,6.76,2.21,clothing,low,31.5,27.5,10.5,recycled_kraft,3.4,45.0,0.26,0.12,26.7,53.8,71.7,5,2024-01-23
812,16.61,13.36,20.67,5.19,food,medium,22.5,18.5,27.5,heavy_duty_corrugated,6.3,87.1,0.42,0.24,16.0,61.8,47.5,3,2024-12-29
813,16.33,27.96,6.15,3.6,electronics,high,22.5,37.0,10.0,double_wall_corrugated,5.7,84.9,0.41,0.25,25.5,64.9,61.0,3,2024-04-26
814,23.57,10.0,19.59,0.47,toys,low,29.0,14.0,24.5,lightweight_cardboard,1.9,45.0,0.25,0.12,25.2,53.2,64.2,4,2024-06-23
815,27.2,21.11,15.92,5.92,food,high,35.0,27.5,21.0,double_wall_corrugated,5.4,68.2,0.54,0.34,25.9,59.8,66.7,3,2023-01-02
816,50.59,20.13,11.28,3.83,clothing,low,59.0,25.0,15.0,recycled_kraft,2.2,45.0,0.35,0.14,27.4,54.0,70.9,5,2024-06-21
817,6.88,25.08,8.09,1.35,electronics,medium,10.5,31.5,12.0,standard_corrugated,3.2,45.0,0.23,0.12,20.1,51.2,54.8,4,2023-06-20
818,33.68,31.26,7.75,5.94,food,medium,42.5,40.0,12.0,heavy_duty_corrugated,5.8,66.7,0.57,0.37,16.4,55.5,49.7,3,2024-04-18
819,47.74,35.88,13.68,4.04,toys,high,61.5,46.5,19.5,double_wall_corrugated,5.4,63.2,0.96,0.64,16.9,53.8,45.2,3,2024-02-26
820,25.58,21.13,6.07,0.94,books,medium,32.5,27.0,10.0,standard_corrugated,3.6,45.0,0.3,0.16,13.4,48.4,51.4,4,2024-06-16
821,22.29,35.51,33.78,1.32,toys,low,26.5,41.5,39.5,standard_corrugated,3.9,45.0,0.51,0.29,18.7,50.1,56.2,4,2023-10-13
822,33.72,25.3,16.99,2.97,electronics,high,43.0,33.0,23.0,double_wall_corrugated,6.3,79.3,0.74,0.47,12.9,57.5,35.9,3,2023-02-07
823,25.11,19.22,26.57,4.67,fragile,high,34.0,27.0,36.0,double_wall_corrugated,5.0,69.1,0.66,0.39,13.8,55.1,42.4,3,2023-05-05
824,26.09,23.0,26.17,4.08,toys,low,31.0,27.5,31.0,heavy_duty_corrugated,7.3,78.3,0.68,0.43,16.3,58.7,47.9,3,2023-11-11
825,31.21,11.04,13.16,5.06,food,low,38.5,15.5,18.0,heavy_duty_corrugated,7.1,81.6,0.45,0.28,22.8,62.8,63.3,3,2024-07-24
826,23.99,35.6,11.99,2.77,toys,medium,30.0,43.0,16.0,standard_corrugated,4.4,53.3,0.43,0.24,14.9,51.2,43.4,4,2023-02-13
827,19.47,21.63,4.36,0.64,books,low,24.0,26.5,7.5,lightweight_cardboard,1.9,45.0,0.21,0.1,25.4,53.4,64.8,4,2023-11-28
828,12.75,6.68,8.62,2.74,electronics,medium,17.5,10.5,13.0,standard_corrugated,4.0,45.4,0.2,0.11,25.3,53.4,65.7,4,2024-06-26
829,37.63,45.8,9.07,2.38,clothing,low,43.5,52.5,12.0,recycled_kraft,2.3,45.0,0.39,0.15,28.4,54.4,68.7,5,2023-06-14
830,16.25,11.47,23.26,2.83,fragile,high,21.5,16.0,30.0,double_wall_corrugated,6.6,85.2,0.46,0.28,22.0,63.5,57.0,3,2023-12-24
831,21.16,22.26,7.37,2.4,books,low,25.5,27.0,10.5,standard_corrugated,3.2,45.0,0.26,0.14,12.4,48.0,44.5,4,2024-05-26
832,21.45,15.13,25.04,2.73,fragile,high,27.0,19.5,31.5,double_wall_corrugated,5.7,88.7,0.48,0.3,18.1,63.0,55.9,3,2024-12-11
833,22.46,35.06,12.79,0.14,toys,low,27.0,41.0,16.5,lightweight_cardboard,2.0,45.0,0.29,0.13,28.1,54.4,72.6,4,2024-03-30
834,18.06,16.28,3.32,0.31,books,medium,22.5,20.5,5.5,standard_corrugated,3.9,55.7,0.23,0.12,18.7,53.8,58.0,4,2023-08-07
835,39.69,13.37,8.61,0.34,toys,medium,48.5,18.5,13.0,standard_corrugated,3.8,45.4,0.32,0.18,22.7,52.2,59.6,4,2024-10-27
836,13.11,26.17,9.77,1.42,electronics,low,16.0,30.0,12.0,standard_corrugated,3.2,45.0,0.23,0.12,16.6,49.8,56.3,4,2023-07-03
837,25.53,24.37,12.21,0.53,fragile,high,33.0,31.5,17.0,corrugated,4.1,55.7,0.38,0.22,26.5,56.6,61.3,4,2024-01-18
838,22.15,21.65,3.47,1.36,clothing,medium,28.5,28.0,7.0,recycled_kraft,3.4,45.0,0.24,0.12,24.1,52.8,60.2,5,2023-10-26
839,26.09,20.3,6.89,2.47,books,low,32.0,25.5,10.5,standard_corrugated,4.3,48.2,0.3,0.17,27.7,55.0,72.7,4,2024-02-07
840,10.4,32.9,18.82,3.54,toys,medium,15.0,41.5,25.0,standard_corrugated,3.9,45.8,0.34,0.2,24.6,53.0,63.6,4,2024-10-23
841,42.5,24.78,12.39,3.73,clothing,low,50.5,30.5,16.5,recycled_kraft,2.9,45.0,0.36,0.16,26.9,53.8,63.7,5,2024-03-16
842,23.89,39.72,7.15,0.26,clothing,low,28.0,45.5,9.5,recycled_kraft,2.2,45.0,0.28,0.12,25.7,53.4,70.6,5,2024-07-30
843,13.05,10.37,28.08,0.62,fragile,high,17.5,14.5,35.5,corrugated,3.8,47.1,0.28,0.17,26.0,54.0,70.3,4,2024-01-14
844,19.65,15.47,7.05,0.68,toys,medium,24.0,19.0,9.5,standard_corrugated,3.4,45.0,0.22,0.13,12.4,48.1,49.8,4,2024-11-04
845,21.36,18.18,22.52,5.74,food,medium,28.0,24.5,29.5,heavy_duty_corrugated,6.5,71.7,0.56,0.34,18.5,57.9,48.3,3,2024-07-15
846,23.8,30.2,10.47,4.38,electronics,high,31.0,39.0,15.0,double_wall_corrugated,6.5,85.7,0.57,0.37,17.5,61.6,46.6,3,2024-11-02
847,22.82,13.26,28.49,0.57,toys,medium,29.0,18.0,35.5,standard_corrugated,3.7,46.6,0.37,0.19,23.4,52.8,60.4,4,2023-11-05
848,18.16,10.42,25.22,0.52,fragile,high,24.0,14.5,32.0,corrugated,3.7,51.8,0.32,0.16,12.2,49.9,45.9,4,2024-04-14
849,13.11,38.57,12.41,3.08,toys,low,17.0,46.0,16.0,standard_corrugated,3.7,45.0,0.31,0.18,22.6,52.0,65.2,4,2023-02-20
850,22.24,13.18,2.69,2.19,books,low,27.0,17.0,5.5,standard_corrugated,3.2,45.0,0.21,0.11,17.5,50.2,58.6,4,2023-10-03
851,33.69,31.65,7.38,1.84,electronics,medium,41.5,39.5,11.5,standard_corrugated,4.1,52.6,0.42,0.23,13.6,50.5,50.0,4,2024-07-10
852,48.1,32.15,18.36,3.37,toys,medium,58.5,39.5,23.5,standard_corrugated,3.2,45.0,0.55,0.28,27.7,53.7,61.8,4,2024-03-09
853,32.41,32.62,12.56,3.17,clothing,low,38.5,39.0,16.0,recycled_kraft,2.7,45.0,0.35,0.15,19.8,51.0,59.3,5,2024-01-15
854,14.73,20.85,28.79,0.94,toys,low,17.5,24.5,33.0,lightweight_cardboard,2.2,45.0,0.28,0.12,25.3,53.3,69.3,4,2023-04-25
855,28.4,24.13,14.64,2.94,clothing,low,32.5,28.0,17.5,recycled_kraft,2.3,45.0,0.28,0.12,33.6,56.6,76.3,5,2023-05-16
856,33.69,12.82,25.27,0.93,fragile,high,43.0,18.0,33.0,corrugated,3.6,49.9,0.43,0.25,22.6,53.3,56.1,4,2024-01-02
857,29.13,32.58,23.86,3.25,toys,medium,36.0,40.0,30.0,standard_corrugated,3.8,45.0,0.54,0.3,22.1,51.4,59.6,4,2023-01-21
858,37.12,31.62,16.76,6.46,electronics,low,43.5,37.0,20.5,heavy_duty_corrugated,5.6,69.6,0.63,0.41,23.5,59.0,53.0,3,2024-06-13
859,24.67,25.14,23.38,4.5,electronics,high,33.5,34.0,32.0,double_wall_corrugated,6.2,78.4,0.74,0.51,24.3,61.7,60.7,3,2023-12-28
860,42.58,20.23,8.97,0.83,toys,low,49.0,24.5,12.0,lightweight_cardboard,2.3,45.0,0.29,0.13,17.2,50.0,49.8,4,2023-09-28
861,42.58,47.65,10.04,2.7,clothing,medium,50.5,56.5,13.0,recycled_kraft,2.5,45.0,0.48,0.18,28.7,54.4,69.0,5,2023-08-07
862,14.53,20.66,21.02,1.27,food,low,17.5,24.0,24.5,food_grade_cardboard,3.2,45.0,0.28,0.14,22.2,52.0,65.3,3,2023-11-15
863,20.14,20.26,2.15,1.87,books,low,23.5,24.0,4.0,standard_corrugated,4.4,57.0,0.23,0.13,18.0,53.9,59.3,4,2024-04-10
864,49.01,27.61,4.04,0.89,clothing,low,56.0,32.5,6.5,recycled_kraft,2.7,45.0,0.32,0.13,25.8,53.4,68.9,5,2024-02-08
865,21.92,10.87,32.32,0.14,toys,medium,28.0,15.0,40.0,standard_corrugated,4.5,53.7,0.38,0.22,22.2,54.3,62.3,4,2023-05-01
866,42.49,18.97,8.34,2.11,toys,medium,51.5,24.5,12.0,standard_corrugated,3.2,45.0,0.33,0.19,15.2,49.0,53.7,4,2023-03-03
867,49.66,34.13,13.61,2.96,clothing,low,56.0,39.0,16.5,recycled_kraft,3.1,45.0,0.44,0.19,34.0,56.5,81.5,5,2023-04-07
868,49.15,25.55,10.19,1.06,clothing,medium,59.0,32.0,14.0,recycled_kraft,3.0,45.0,0.4,0.16,21.0,51.4,59.5,5,2024-03-11
869,20.08,24.28,6.43,1.77,books,medium,25.0,30.0,9.5,standard_corrugated,4.3,51.5,0.3,0.16,13.9,50.5,50.0,4,2024-02-18
870,15.99,19.98,7.76,4.7,electronics,low,20.0,25.0,11.0,heavy_duty_corrugated,5.7,76.9,0.32,0.18,13.3,57.8,47.3,3,2023-05-09
871,36.95,26.97,14.54,2.07,clothing,low,43.5,32.5,19.0,recycled_kraft,2.4,45.0,0.36,0.14,18.1,50.3,54.4,5,2023-09-03
872,56.69,34.37,6.59,1.95,clothing,low,64.5,39.5,9.0,recycled_kraft,2.2,45.0,0.38,0.15,30.3,55.2,76.3,5,2023-01-10
873,20.84,26.97,17.27,4.18,fragile,high,27.0,34.5,23.0,double_wall_corrugated,6.9,82.4,0.61,0.42,13.8,59.0,44.7,3,2024-07-30
874,39.67,33.76,30.35,2.76,toys,low,46.5,40.0,36.5,standard_corrugated,3.6,45.0,0.63,0.36,25.8,52.7,65.1,4,2024-02-21
875,22.5,28.56,10.0,1.79,clothing,low,26.5,33.0,12.5,recycled_kraft,3.4,45.0,0.29,0.13,27.6,54.2,64.8,5,2023-12-15
876,13.97,28.23,15.91,1.4,food,low,17.0,33.0,19.5,food_grade_cardboard,2.9,45.0,0.29,0.13,27.9,54.3,70.0,3,2024-02-23
877,21.07,28.32,4.27,1.82,clothing,low,26.0,34.0,7.5,recycled_kraft,2.2,45.0,0.23,0.11,26.9,53.9,66.4,5,2023-06-14
878,37.08,31.63,13.78,2.48,clothing,medium,45.5,39.0,18.5,recycled_kraft,2.4,45.0,0.39,0.15,26.3,53.6,66.6,5,2023-06-28
879,27.87,11.95,11.18,0.11,toys,low,33.5,16.0,15.0,lightweight_cardboard,2.1,45.0,0.22,0.11,23.7,52.6,64.5,4,2023-02-23
880,17.53,15.01,11.53,0.85,electronics,high,22.5,19.5,15.5,corrugated,4.8,62.0,0.28,0.17,20.2,56.2,60.4,4,2023-11-15
881,31.3,24.21,19.63,5.63,food,high,40.5,31.5,26.0,double_wall_corrugated,5.8,83.8,0.68,0.46,12.5,58.8,34.9,3,2023-02-15
882,18.54,22.97,11.37,4.15,fragile,medium,23.5,28.5,15.0,heavy_duty_corrugated,7.3,83.7,0.44,0.27,18.1,61.5,48.4,3,2024-03-05
883,34.95,24.58,11.52,1.45,food,medium,42.5,30.5,15.5,food_grade_cardboard,2.9,45.0,0.35,0.18,18.0,50.2,57.6,3,2024-01-12
884,18.5,27.39,11.76,3.74,fragile,high,24.5,35.5,16.5,double_wall_corrugated,6.4,88.6,0.53,0.3,16.7,62.4,53.7,3,2023-06-27
885,16.85,26.55,24.8,4.29,fragile,medium,22.5,34.0,32.0,heavy_duty_corrugated,7.0,82.1,0.65,0.39,13.3,58.8,37.7,3,2024-06-02
886,14.91,14.23,10.83,1.59,fragile,high,19.0,18.5,14.0,corrugated,3.9,54.4,0.25,0.14,24.3,55.6,62.0,4,2024-08-18
887,46.68,30.24,14.44,3.57,clothing,high,59.0,38.5,19.0,double_wall_corrugated,5.1,61.0,0.86,0.51,18.7,54.2,42.9,3,2023-05-08
888,10.97,22.37,21.43,0.79,food,medium,14.5,28.0,27.0,food_grade_cardboard,3.0,45.0,0.28,0.14,25.0,53.1,67.3,3,2024-05-05
889,22.06,11.15,13.49,3.21,fragile,high,30.5,17.0,20.0,double_wall_corrugated,5.1,76.2,0.39,0.22,25.4,62.4,65.5,3,2024-12-26
890,38.94,26.83,23.3,6.64,electronics,high,51.0,36.0,31.5,double_wall_corrugated,6.8,70.9,1.12,0.68,15.4,55.4,40.1,3,2023-08-22
891,25.0,19.35,5.61,1.49,books,low,30.5,24.5,9.5,standard_corrugated,4.4,56.1,0.28,0.16,18.7,53.8,56.8,4,2023-01-12
892,13.41,24.56,26.26,1.58,fragile,high,18.0,31.5,33.5,corrugated,4.6,56.2,0.41,0.25,23.5,55.5,60.6,4,2024-08-08
893,37.45,38.04,8.25,1.32,clothing,low,42.5,43.0,10.5,recycled_kraft,3.1,45.0,0.36,0.15,30.1,55.1,69.5,5,2024-07-03
894,22.79,46.27,7.65,1.25,clothing,medium,28.0,55.0,10.5,recycled_kraft,2.4,45.0,0.32,0.13,28.2,54.4,72.2,5,2024-05-02
895,11.47,23.19,15.09,3.1,toys,low,15.5,29.0,19.5,standard_corrugated,3.1,45.0,0.28,0.14,14.0,48.7,51.0,4,2024-10-22
896,26.82,6.89,10.14,3.59,electronics,medium,33.0,9.5,13.5,standard_corrugated,4.2,53.6,0.24,0.13,21.3,54.2,62.9,4,2024-02-11
897,34.57,15.57,19.5,1.77,toys,low,40.0,19.0,23.5,standard_corrugated,3.8,45.0,0.35,0.19,13.4,48.3,50.8,4,2024-04-23
898,20.99,30.37,5.51,1.49,electronics,high,26.5,38.0,8.0,corrugated,4.5,61.8,0.34,0.18,16.2,54.5,53.2,4,2024-11-14
899,22.48,35.19,4.43,0.33,clothing,low,27.0,41.0,7.0,recycled_kraft,3.2,45.0,0.27,0.13,20.7,51.4,54.0,5,2023-08-02
